Timestamp,Meet_Recruiter,Age_Joined,Year_Joined,Years_Service,Education_Level,Parents_Ed_Level,Financial_Status,Enlisted_Officer,Join_Motivation,Ethnicity,Gender,,,,
11/1/2019 12:50:25,I got up with them,18-20,2014,Currently Serving,Some College,4 year degree,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 12:51:11,I got up with them,18-20,2014,Less than 6,Completed High School,2 year degree,Middle Class,Enlisted,Patriotism,Caucasian,Male,,,,
11/1/2019 12:52:00,I got up with them,21-23,2014,Less than 6,Some College,Master's degree,Lower Middle Class,Enlisted,Patriotism,Caucasian,Male,,,,
11/1/2019 12:54:40,I got up with them,18-20,2014,Currently Serving,Some College,Completed High School,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 12:55:56,I got up with them,18-20,2014,Currently Serving,Completed High School,Master's degree,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 12:58:24,I got up with them,18-20,2014,Less than 6,Completed High School,Completed High School,Middle Class,Enlisted,Patriotism,Caucasian,Male,,,,
11/1/2019 13:06:39,I got up with them,18-20,2014,Currently Serving,Completed High School,Some college,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 13:09:37,I got up with them,18-20,2014,6 to 8 years,Completed High School,Master's degree,Upper Class (Top 20%),Enlisted,Patriotism,Caucasian,Male,,,,
11/1/2019 13:28:57,I got up with them,18-20,2014,Currently Serving,Some College,4 year degree,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 13:33:51,I got up with them,18-20,2014,Currently Serving,Completed High School,Did not complete high school / GED,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 13:52:09,I got up with them,21-23,2014,6 to 8 years,Some College,2 year degree,Lower Class (Bottom 20%),Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 14:06:54,I got up with them,18-20,2014,Currently Serving,Some College,4 year degree,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 14:09:07,I got up with them,21-23,2014,6 to 8 years,Completed High School,Some college,Lower Class (Bottom 20%),Enlisted,Patriotism,Caucasian,Male,,,,
11/1/2019 14:10:36,I got up with them,18-20,2014,6 to 8 years,Did not graduate high school / GED,4 year degree,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 14:11:22,I got up with them,21-23,2014,Currently Serving,Some College,Completed High School,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 14:16:56,I got up with them,21-23,2014,Currently Serving,Some College,4 year degree,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 14:20:03,I got up with them,18-20,2014,Currently Serving,Some College,Completed High School,Lower Middle Class,Enlisted,Economic Opportunity,Hispanic / Latino,Female,,,,
11/1/2019 14:23:48,I got up with them,18-20,2014,Currently Serving,Some College,Some college,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 14:39:34,I got up with them,21-23,2014,Currently Serving,2 Year Degree,Doctorate,Upper Middle Class,Enlisted,Economic Opportunity,Caucasian,Female,,,,
11/1/2019 14:41:57,I got up with them,18-20,2014,6 to 8 years,Completed High School,4 year degree,Middle Class,Enlisted,Family Tradition,Caucasian,Male,,,,
11/1/2019 14:47:06,I got up with them,18-20,2014,Currently Serving,Completed High School,Some college,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 15:47:32,I got up with them,18-20,2014,Currently Serving,Some College,Some college,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 15:57:47,I got up with them,18-20,2014,Currently Serving,Completed High School,Completed High School,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 16:00:40,I got up with them,21-23,2014,Less than 6,Some College,4 year degree,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 16:04:17,I got up with them,21-23,2014,Currently Serving,4 Year Degree,4 year degree,Middle Class,Officer,Prefer not to answer / Other,Caucasian,Male,,,,
11/1/2019 16:32:04,I got up with them,24-26,2014,6 to 8 years,4 Year Degree,4 year degree,Upper Middle Class,Enlisted,Economic Opportunity,Caucasian,Female,,,,
11/1/2019 16:36:56,I got up with them,18-20,2014,Less than 6,Completed High School,2 year degree,Lower Middle Class,Enlisted,Economic Opportunity,Hispanic / Latino,Male,,,,
11/1/2019 16:38:03,I got up with them,21-23,2014,Less than 6,Some College,Completed High School,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 16:55:12,I got up with them,21-23,2014,Currently Serving,Some College,Master's degree,Middle Class,Enlisted,Prefer not to answer / Other,Caucasian,Male,,,,
11/1/2019 8:25:36,Someone else put us in contact,18-20,2014,6 to 8 years,Completed High School,Master's degree,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 8:28:25,Someone else put us in contact,21-23,2014,Currently Serving,Some College,Completed High School,Lower Middle Class,Enlisted,Economic Opportunity,Hispanic / Latino,Male,,,,
11/1/2019 9:34:06,Someone else put us in contact,21-23,2014,Currently Serving,4 Year Degree,Completed High School,Lower Middle Class,Officer,Economic Opportunity,Asian,Male,,,,
11/1/2019 9:48:45,Someone else put us in contact,21-23,2014,Currently Serving,4 Year Degree,4 year degree,Middle Class,Officer,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 10:11:14,Someone else put us in contact,18-20,2014,6 to 8 years,Completed High School,Did not complete high school / GED,Lower Middle Class,Enlisted,Economic Opportunity,Hispanic / Latino,Male,,,,
11/1/2019 10:42:15,Someone else put us in contact,18-20,2014,Less than 6,Completed High School,Master's degree,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 12:08:27,Someone else put us in contact,18-20,2014,Currently Serving,Completed High School,Some college,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 12:08:52,Someone else put us in contact,18-20,2014,6 to 8 years,Some College,2 year degree,Lower Middle Class,Enlisted,Prefer not to answer / Other,Caucasian,Male,,,,
11/1/2019 12:18:06,Someone else put us in contact,18-20,2014,Currently Serving,Completed High School,4 year degree,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 13:33:28,Someone else put us in contact,18-20,2014,Currently Serving,Some College,4 year degree,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 14:04:39,Someone else put us in contact,18-20,2014,Currently Serving,Completed High School,Some college,Lower Class (Bottom 20%),Enlisted,Patriotism,Native Hawaiian or Pacific Islander,Male,,,,
11/1/2019 8:36:32,They got up with me,18-20,2014,Currently Serving,Completed High School,4 year degree,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 8:49:46,They got up with me,18-20,2014,Currently Serving,Completed High School,Did not complete high school / GED,Lower Class (Bottom 20%),Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 8:57:48,They got up with me,18-20,2014,6 to 8 years,Completed High School,Completed High School,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Female,,,,
11/1/2019 10:04:39,They got up with me,18-20,2014,Less than 6,Completed High School,2 year degree,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Female,,,,
11/1/2019 10:34:13,They got up with me,18-20,2014,6 to 8 years,Completed High School,Completed High School,Middle Class,Enlisted,Economic Opportunity,Hispanic / Latino,Male,,,,
11/1/2019 11:08:50,They got up with me,18-20,2014,Currently Serving,Completed High School,Master's degree,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 12:27:48,They got up with me,18-20,2014,Less than 6,Some College,Some college,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 7:59:13,,21-23,2014,Currently Serving,2 Year Degree,Some college,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 8:00:20,,18-20,2014,Currently Serving,Completed High School,Some college,Lower Class (Bottom 20%),Enlisted,Economic Opportunity,Caucasian,Female,,,,
11/1/2019 8:06:09,,18-20,2014,Currently Serving,Completed High School,Some college,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 8:08:33,,27+,2014,Currently Serving,Master's Degree,2 year degree,Middle Class,Officer,No other real option,Caucasian,Male,,,,
11/1/2019 8:09:25,,18-20,2014,6 to 8 years,Completed High School,Some college,Lower Middle Class,Enlisted,College too expensive,Caucasian,Male,,,,
11/1/2019 8:10:30,,18-20,2014,Currently Serving,Completed High School,4 year degree,Upper Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 8:11:31,,21-23,2014,Less than 6,Completed High School,Some college,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 8:11:45,,21-23,2014,Less than 6,Some College,Did not complete high school / GED,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Prefer not to answer,,,,
11/1/2019 8:11:47,,18-20,2014,Currently Serving,Some College,2 year degree,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Female,,,,
11/1/2019 8:12:33,,24-26,2014,6 to 8 years,4 Year Degree,Some college,Lower Class (Bottom 20%),Enlisted,Economic Opportunity,Caucasian,Other,,,,
11/1/2019 8:13:47,,18-20,2014,Less than 6,Completed High School,Did not complete high school / GED,Lower Middle Class,Enlisted,Economic Opportunity,Hispanic / Latino,Male,,,,
11/1/2019 8:14:20,,27+,2014,6 to 8 years,Master's Degree,Completed High School,Middle Class,Officer,Patriotism,Caucasian,Male,,,,
11/1/2019 8:14:55,,18-20,2014,Currently Serving,Completed High School,Some college,Middle Class,Enlisted,Prefer not to answer / Other,Caucasian,Male,,,,
11/1/2019 8:16:09,,18-20,2014,Less than 6,Some College,Master's degree,Middle Class,Officer,Economic Opportunity,Asian,Male,,,,
11/1/2019 8:17:18,,21-23,2014,6 to 8 years,Some College,Completed High School,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 8:17:56,,18-20,2014,Currently Serving,Completed High School,Completed High School,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 11:13:02,Coincidental encounter,18-20,2015,Currently Serving,Completed High School,Did not complete high school / GED,Lower Class (Bottom 20%),Enlisted,Economic Opportunity,American Indian or Alaskan Native,Male,,,,
11/1/2019 14:06:32,Coincidental encounter,18-20,2015,Currently Serving,Completed High School,Some college,Middle Class,Enlisted,Family Tradition,Caucasian,Male,,,,
11/1/2019 14:20:23,Coincidental encounter,18-20,2015,Currently Serving,Completed High School,Completed High School,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 14:26:22,Coincidental encounter,21-23,2015,Less than 6,4 Year Degree,4 year degree,Middle Class,Officer,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 14:50:48,Coincidental encounter,18-20,2015,6 to 8 years,Completed High School,Completed High School,Lower Class (Bottom 20%),Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 15:47:40,Coincidental encounter,18-20,2015,Currently Serving,Completed High School,4 year degree,Upper Middle Class,Enlisted,Patriotism,Caucasian,Male,,,,
11/1/2019 16:34:48,Coincidental encounter,18-20,2015,Less than 6,Completed High School,Did not complete high school / GED,Lower Class (Bottom 20%),Enlisted,Economic Opportunity,Caucasian,Female,,,,
11/1/2019 8:43:02,I don't remember / Prefer not to answer,21-23,2015,Currently Serving,4 Year Degree,4 year degree,Upper Class (Top 20%),Officer,Patriotism,Caucasian,Male,,,,
11/1/2019 8:45:56,I don't remember / Prefer not to answer,21-23,2015,Currently Serving,4 Year Degree,4 year degree,Upper Middle Class,,,Caucasian,Female,,,,
11/1/2019 11:48:18,I don't remember / Prefer not to answer,24-26,2015,6 to 8 years,4 Year Degree,Some college,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Female,,,,
11/1/2019 11:54:19,I don't remember / Prefer not to answer,21-23,2015,Currently Serving,4 Year Degree,Doctorate,Upper Class (Top 20%),Officer,Patriotism,Caucasian,Male,,,,
11/1/2019 11:59:19,I don't remember / Prefer not to answer,18-20,2015,Less than 6,Some College,Master's degree,Middle Class,Enlisted,Patriotism,Caucasian,Male,,,,
11/1/2019 12:19:19,I don't remember / Prefer not to answer,18-20,2015,Currently Serving,4 Year Degree,4 year degree,Middle Class,Officer,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 8:20:08,I got up with them,18-20,2015,Currently Serving,Some College,Did not complete high school / GED,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 8:20:48,I got up with them,18-20,2015,Currently Serving,Some College,Completed High School,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 8:22:33,I got up with them,18-20,2015,Less than 6,Completed High School,4 year degree,Lower Middle Class,Enlisted,Patriotism,Hispanic / Latino,Female,,,,
11/1/2019 8:23:50,I got up with them,21-23,2015,Currently Serving,Some College,Some college,Lower Middle Class,Enlisted,Economic Opportunity,Hispanic / Latino,Male,,,,
11/1/2019 8:33:12,I got up with them,18-20,2015,Less than 6,Some College,2 year degree,Lower Class (Bottom 20%),Enlisted,Economic Opportunity,Caucasian,Female,,,,
11/1/2019 8:37:40,I got up with them,21-23,2015,6 to 8 years,2 Year Degree,Completed High School,Middle Class,Enlisted,Prefer not to answer / Other,Caucasian,Male,,,,
11/1/2019 8:56:31,I got up with them,24-26,2015,Currently Serving,4 Year Degree,4 year degree,Upper Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 8:58:35,I got up with them,18-20,2015,Currently Serving,Some College,Completed High School,Lower Middle Class,Enlisted,Patriotism,Caucasian,Male,,,,
11/1/2019 8:59:08,I got up with them,21-23,2015,Currently Serving,Some College,Master's degree,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 9:13:57,I got up with them,21-23,2015,Currently Serving,4 Year Degree,Completed High School,Middle Class,Enlisted,Prefer not to answer / Other,Caucasian,Female,,,,
11/1/2019 9:19:31,I got up with them,18-20,2015,Currently Serving,Some College,Completed High School,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 9:19:54,I got up with them,21-23,2015,Less than 6,2 Year Degree,Completed High School,Lower Middle Class,Enlisted,Patriotism,Caucasian,Male,,,,
11/1/2019 9:21:42,I got up with them,18-20,2015,9 to 11 years,Some College,Master's degree,Lower Middle Class,Enlisted,Economic Opportunity,Hispanic / Latino,Male,,,,
11/1/2019 9:23:29,I got up with them,21-23,2015,Currently Serving,4 Year Degree,Master's degree,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 9:26:53,I got up with them,21-23,2015,Less than 6,4 Year Degree,4 year degree,Upper Middle Class,Officer,Patriotism,Caucasian,Female,,,,
11/1/2019 9:32:05,I got up with them,18-20,2015,Currently Serving,Did not graduate high school / GED,Did not complete high school / GED,Middle Class,Enlisted,Patriotism,Caucasian,Female,,,,
11/1/2019 9:38:54,I got up with them,21-23,2015,Currently Serving,Completed High School,4 year degree,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 9:49:42,I got up with them,18-20,2015,Less than 6,Completed High School,Some college,Lower Middle Class,Enlisted,Patriotism,Caucasian,Male,,,,
11/1/2019 9:52:26,I got up with them,18-20,2015,Currently Serving,Completed High School,4 year degree,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 10:06:39,I got up with them,18-20,2015,Less than 6,Some College,4 year degree,Middle Class,Enlisted,Patriotism,Caucasian,Male,,,,
11/1/2019 10:15:49,I got up with them,21-23,2015,Currently Serving,Some College,Doctorate,Upper Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 10:18:34,I got up with them,18-20,2015,Less than 6,Completed High School,Some college,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Female,,,,
11/1/2019 10:27:33,I got up with them,18-20,2015,Currently Serving,Some College,4 year degree,Middle Class,Enlisted,Economic Opportunity,Hispanic / Latino,Male,,,,
11/1/2019 10:47:59,I got up with them,18-20,2015,Less than 6,Completed High School,4 year degree,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 10:48:13,I got up with them,21-23,2015,Less than 6,4 Year Degree,Some college,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 11:07:04,I got up with them,21-23,2015,Currently Serving,Some College,Master's degree,Upper Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 11:10:17,I got up with them,24-26,2015,Currently Serving,4 Year Degree,Doctorate,Upper Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 11:24:16,I got up with them,18-20,2015,Currently Serving,Completed High School,Master's degree,Lower Middle Class,Enlisted,Patriotism,Caucasian,Female,,,,
11/1/2019 11:25:52,I got up with them,21-23,2015,Currently Serving,Some College,Master's degree,Upper Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 11:32:02,I got up with them,21-23,2015,Currently Serving,Some College,Completed High School,Middle Class,Enlisted,Family Tradition,Caucasian,Male,,,,
11/1/2019 11:48:15,I got up with them,18-20,2015,Currently Serving,Completed High School,Some college,Lower Middle Class,Enlisted,Prefer not to answer / Other,Caucasian,Male,,,,
11/1/2019 11:58:10,I got up with them,21-23,2015,Currently Serving,Some College,Completed High School,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 12:02:31,I got up with them,18-20,2015,Less than 6,Some College,Some college,Middle Class,Enlisted,Family Tradition,Caucasian,Male,,,,
11/1/2019 12:43:52,I got up with them,18-20,2015,Currently Serving,Completed High School,Did not complete high school / GED,Lower Middle Class,Enlisted,Economic Opportunity,Hispanic / Latino,Male,,,,
11/1/2019 12:48:02,I got up with them,18-20,2015,Currently Serving,Completed High School,Did not complete high school / GED,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 12:50:39,I got up with them,24-26,2015,Currently Serving,Completed High School,2 year degree,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 13:00:23,I got up with them,18-20,2015,Currently Serving,Completed High School,Some college,Lower Middle Class,Enlisted,Economic Opportunity,Hispanic / Latino,Male,,,,
11/1/2019 13:05:45,I got up with them,24-26,2015,Less than 6,4 Year Degree,Some college,Lower Class (Bottom 20%),Enlisted,Economic Opportunity,Asian,Female,,,,
11/1/2019 13:25:21,I got up with them,18-20,2015,Currently Serving,Completed High School,Some college,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Female,,,,
11/1/2019 13:26:16,I got up with them,21-23,2015,Currently Serving,Some College,2 year degree,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 13:56:02,I got up with them,18-20,2015,6 to 8 years,Some College,4 year degree,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 13:59:15,I got up with them,21-23,2015,Currently Serving,Some College,4 year degree,Upper Class (Top 20%),Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 14:08:38,I got up with them,18-20,2015,Less than 6,Completed High School,Master's degree,Middle Class,Enlisted,Family Tradition,Caucasian,Male,,,,
11/1/2019 14:19:25,I got up with them,18-20,2015,Currently Serving,Completed High School,Completed High School,Middle Class,Enlisted,Patriotism,Caucasian,Male,,,,
11/1/2019 14:24:41,I got up with them,21-23,2015,Less than 6,Some College,Master's degree,Upper Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 15:02:43,I got up with them,18-20,2015,Currently Serving,4 Year Degree,Master's degree,Middle Class,Officer,Patriotism,Caucasian,Male,,,,
11/1/2019 15:28:54,I got up with them,18-20,2015,Currently Serving,Completed High School,Some college,Middle Class,Enlisted,Family Tradition,Caucasian,Female,,,,
11/1/2019 15:30:10,I got up with them,21-23,2015,Currently Serving,Completed High School,Did not complete high school / GED,Lower Class (Bottom 20%),Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 15:43:08,I got up with them,18-20,2015,Currently Serving,Completed High School,Completed High School,Lower Class (Bottom 20%),Enlisted,Patriotism,Caucasian,Male,,,,
11/1/2019 15:59:25,I got up with them,18-20,2015,Currently Serving,Some College,Some college,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 16:15:28,I got up with them,18-20,2015,Currently Serving,Completed High School,Completed High School,Prefer not to answer,Enlisted,Economic Opportunity,Caucasian,Female,,,,
11/1/2019 16:20:13,I got up with them,18-20,2015,Currently Serving,Some College,4 year degree,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 16:37:41,I got up with them,21-23,2015,Currently Serving,Some College,Did not complete high school / GED,Lower Middle Class,Enlisted,Prefer not to answer / Other,Hispanic / Latino,Male,,,,
11/1/2019 16:53:52,I got up with them,18-20,2015,Currently Serving,Some College,Completed High School,Middle Class,Enlisted,Prefer not to answer / Other,Caucasian,Male,,,,
11/1/2019 17:00:09,I got up with them,18-20,2015,Currently Serving,Some College,4 year degree,Upper Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 8:22:30,Someone else put us in contact,21-23,2015,Less than 6,Some College,Some college,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Female,,,,
11/1/2019 8:23:22,Someone else put us in contact,18-20,2015,Currently Serving,Some College,4 year degree,Upper Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 8:46:43,Someone else put us in contact,21-23,2015,Currently Serving,4 Year Degree,4 year degree,Middle Class,Officer,Patriotism,Caucasian,Female,,,,
11/1/2019 9:31:03,Someone else put us in contact,18-20,2015,6 to 8 years,Completed High School,Some college,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 11:54:32,Someone else put us in contact,18-20,2015,Currently Serving,Completed High School,4 year degree,Middle Class,Enlisted,Prefer not to answer / Other,Caucasian,Male,,,,
11/1/2019 13:20:30,Someone else put us in contact,18-20,2015,Currently Serving,Completed High School,Did not complete high school / GED,Lower Class (Bottom 20%),Enlisted,Prefer not to answer / Other,Hispanic / Latino,Female,,,,
11/1/2019 16:01:26,Someone else put us in contact,21-23,2015,Currently Serving,Some College,4 year degree,Middle Class,Officer,Economic Opportunity,Caucasian,Prefer not to answer,,,,
11/1/2019 16:05:08,Someone else put us in contact,18-20,2015,Less than 6,Completed High School,2 year degree,Lower Class (Bottom 20%),Enlisted,Prefer not to answer / Other,Caucasian,Male,,,,
11/1/2019 16:32:09,Someone else put us in contact,21-23,2015,Currently Serving,2 Year Degree,4 year degree,Middle Class,Enlisted,Prefer not to answer / Other,Caucasian,Male,,,,
11/1/2019 9:25:00,They got up with me,18-20,2015,Less than 6,Completed High School,2 year degree,Lower Middle Class,Enlisted,Family Tradition,Caucasian,Other,,,,
11/1/2019 9:29:30,They got up with me,18-20,2015,Currently Serving,Completed High School,Master's degree,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 10:08:30,They got up with me,18-20,2015,Currently Serving,Did not graduate high school / GED,Some college,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 10:41:52,They got up with me,18-20,2015,Currently Serving,Completed High School,Completed High School,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 11:04:22,They got up with me,18-20,2015,Currently Serving,Completed High School,4 year degree,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 13:19:20,They got up with me,18-20,2015,Currently Serving,Completed High School,4 year degree,Lower Class (Bottom 20%),Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 14:02:59,They got up with me,21-23,2015,Currently Serving,4 Year Degree,Doctorate,Upper Class (Top 20%),Officer,Economic Opportunity,Caucasian,Female,,,,
11/1/2019 15:21:22,They got up with me,18-20,2015,Currently Serving,Completed High School,Master's degree,Middle Class,Enlisted,Economic Opportunity,Hispanic / Latino,Male,,,,
11/1/2019 16:54:10,They got up with me,18-20,2015,Currently Serving,Some College,4 year degree,Lower Middle Class,Enlisted,Prefer not to answer / Other,Caucasian,Male,,,,
11/1/2019 8:01:54,,21-23,2015,6 to 8 years,2 Year Degree,4 year degree,Lower Middle Class,Enlisted,Prefer not to answer,Caucasian,Female,,,,
11/1/2019 8:02:36,,18-20,2015,Less than 6,Completed High School,Did not complete high school / GED,Lower Middle Class,Enlisted,Patriotism,Caucasian,Male,,,,
11/1/2019 8:04:05,,18-20,2015,Less than 6,Some College,Some college,Lower Middle Class,Enlisted,Family Tradition,Caucasian,Male,,,,
11/1/2019 8:06:07,,18-20,2015,Currently Serving,Completed High School,Some college,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 8:07:19,,18-20,2015,6 to 8 years,Completed High School,2 year degree,Lower Middle Class,Enlisted,Family Tradition,American Indian or Alaskan Native,Female,,,,
11/1/2019 8:15:51,,21-23,2015,6 to 8 years,Some College,4 year degree,Upper Class (Top 20%),Enlisted,Patriotism,Caucasian,Male,,,,
11/1/2019 8:17:56,,18-20,2015,Currently Serving,Completed High School,4 year degree,Middle Class,Enlisted,Patriotism,Caucasian,Male,,,,
11/1/2019 8:19:54,,18-20,2015,Currently Serving,2 Year Degree,4 year degree,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 13:22:22,Coincidental encounter,18-20,2016,Currently Serving,Completed High School,Completed High School,Lower Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 14:53:18,Coincidental encounter,18-20,2016,Currently Serving,Completed High School,4 year degree,Lower Middle Class,Enlisted,Economic Opportunity,Asian,Male,,,,
11/1/2019 15:06:12,Coincidental encounter,18-20,2016,Less than 6,Some College,4 year degree,Middle Class,Enlisted,Economic Opportunity,Caucasian,Female,,,,
11/1/2019 15:12:59,Coincidental encounter,21-23,2016,Less than 6,4 Year Degree,Master's degree,Upper Middle Class,Officer,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 16:09:12,Coincidental encounter,21-23,2016,Less than 6,Some College,4 year degree,Lower Middle Class,Enlisted,Prefer not to answer / Other,Asian,Male,,,,
11/1/2019 16:14:15,Coincidental encounter,18-20,2016,Currently Serving,4 Year Degree,4 year degree,Middle Class,Officer,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 11:01:07,I don't remember / Prefer not to answer,18-20,2016,Currently Serving,Completed High School,2 year degree,Middle Class,Enlisted,Family Tradition,Asian,Male,,,,
11/1/2019 12:54:14,I don't remember / Prefer not to answer,24-26,2016,Currently Serving,Master's Degree,4 year degree,Upper Middle Class,Officer,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 13:25:59,I don't remember / Prefer not to answer,21-23,2016,Currently Serving,Some College,4 year degree,Upper Middle Class,Enlisted,Prefer not to answer / Other,Caucasian,Male,,,,
11/1/2019 14:32:49,I don't remember / Prefer not to answer,21-23,2016,Currently Serving,4 Year Degree,4 year degree,Middle Class,Officer,Patriotism,Caucasian,Male,,,,
11/1/2019 14:51:40,I don't remember / Prefer not to answer,21-23,2016,Currently Serving,Master's Degree,Master's degree,Upper Class (Top 20%),Officer,Patriotism,Caucasian,Male,,,,
11/1/2019 8:24:19,I got up with them,24-26,2016,Currently Serving,4 Year Degree,4 year degree,Middle Class,Enlisted,Economic Opportunity,Caucasian,Male,,,,
11/1/2019 8:25:33,I got up with them,21-23,2016,Less than 6,2 Year Degree,Doctorate,Middle Class,Enlisted,Patriotism,Caucasian,Male,,,,
